provider,decile,cumulative_percentage,group,location_no,location_yes
York St John University,2,20,equal,1,1
York St John University,3,30,equal,1,1
York St John University,4,40,equal,1,1
York St John University,5,50,equal,1,1
York St John University,6,60,equal,1,1
York St John University,7,70,equal,1,1
York St John University,8,80,equal,1,1
York St John University,9,90,equal,1,1
York St John University,10,100,equal,1,1
"University of the Arts, London",0,0,equal,1,1
"University of the Arts, London",1,10,equal,1,1
"University of the Arts, London",2,20,equal,1,1
"University of the Arts, London",3,30,equal,1,1
"University of the Arts, London",4,40,equal,1,1
"University of the Arts, London",5,50,equal,1,1
"University of the Arts, London",6,60,equal,1,1
"University of the Arts, London",7,70,equal,1,1
"University of the Arts, London",8,80,equal,1,1
"University of the Arts, London",9,90,equal,1,1
"University of the Arts, London",10,100,equal,1,1
The University of Westminster,0,0,equal,1,1
The University of Westminster,1,10,equal,1,1
The University of Westminster,2,20,equal,1,1
The University of Westminster,3,30,equal,1,1
The University of Westminster,4,40,equal,1,1
The University of Westminster,5,50,equal,1,1
The University of Westminster,6,60,equal,1,1
The University of Westminster,7,70,equal,1,1
The University of Westminster,8,80,equal,1,1
The University of Westminster,9,90,equal,1,1
The University of Westminster,10,100,equal,1,1
University of Gloucestershire,0,0,equal,1,1
University of Gloucestershire,1,10,equal,1,1
University of Gloucestershire,2,20,equal,1,1
University of Gloucestershire,3,30,equal,1,1
University of Gloucestershire,4,40,equal,1,1
University of Gloucestershire,5,50,equal,1,1
University of Gloucestershire,6,60,equal,1,1
University of Gloucestershire,7,70,equal,1,1
University of Gloucestershire,8,80,equal,1,1
University of Gloucestershire,9,90,equal,1,1
University of Gloucestershire,10,100,equal,1,1
The University of Leeds,0,0,equal,1,1
The University of Leeds,1,10,equal,1,1
The University of Leeds,2,20,equal,1,1
The University of Leeds,3,30,equal,1,1
The University of Leeds,4,40,equal,1,1
The University of Leeds,5,50,equal,1,1
The University of Leeds,6,60,equal,1,1
The University of Leeds,7,70,equal,1,1
The University of Leeds,8,80,equal,1,1
The University of Leeds,9,90,equal,1,1
The University of Leeds,10,100,equal,1,1
The University of Chichester,0,0,equal,1,1
The University of Chichester,1,10,equal,1,1
The University of Chichester,2,20,equal,1,1
The University of Chichester,3,30,equal,1,1
The University of Chichester,4,40,equal,1,1
The University of Chichester,5,50,equal,1,1
The University of Chichester,6,60,equal,1,1
The University of Chichester,7,70,equal,1,1
The University of Chichester,8,80,equal,1,1
The University of Chichester,9,90,equal,1,1
The University of Chichester,10,100,equal,1,1
Kingston University,0,0,equal,1,1
Kingston University,1,10,equal,1,1
Kingston University,2,20,equal,1,1
Kingston University,3,30,equal,1,1
Kingston University,4,40,equal,1,1
Kingston University,5,50,equal,1,1
Kingston University,6,60,equal,1,1
Kingston University,7,70,equal,1,1
Kingston University,8,80,equal,1,1
Kingston University,9,90,equal,1,1
Kingston University,10,100,equal,1,1
Brunel University London,0,0,equal,1,1
Brunel University London,1,10,equal,1,1
Brunel University London,2,20,equal,1,1
Brunel University London,3,30,equal,1,1
Brunel University London,4,40,equal,1,1
Brunel University London,5,50,equal,1,1
Brunel University London,6,60,equal,1,1
Brunel University London,7,70,equal,1,1
Brunel University London,8,80,equal,1,1
Brunel University London,9,90,equal,1,1
Brunel University London,10,100,equal,1,1
Bournemouth University,0,0,equal,1,1
Bournemouth University,1,10,equal,1,1
Bournemouth University,2,20,equal,1,1
Bournemouth University,3,30,equal,1,1
Bournemouth University,4,40,equal,1,1
Bournemouth University,5,50,equal,1,1
Bournemouth University,6,60,equal,1,1
Bournemouth University,7,70,equal,1,1
Bournemouth University,8,80,equal,1,1
Bournemouth University,9,90,equal,1,1
Bournemouth University,10,100,equal,1,1
University for the Creative Arts,0,0,equal,1,1
University for the Creative Arts,1,10,equal,1,1
University for the Creative Arts,2,20,equal,1,1
University for the Creative Arts,3,30,equal,1,1
University for the Creative Arts,4,40,equal,1,1
University for the Creative Arts,5,50,equal,1,1
University for the Creative Arts,6,60,equal,1,1
University for the Creative Arts,7,70,equal,1,1
University for the Creative Arts,8,80,equal,1,1
University for the Creative Arts,9,90,equal,1,1
University for the Creative Arts,10,100,equal,1,1
The University of East London,0,0,equal,1,1
The University of East London,1,10,equal,1,1
The University of East London,2,20,equal,1,1
The University of East London,3,30,equal,1,1
The University of East London,4,40,equal,1,1
The University of East London,5,50,equal,1,1
The University of East London,6,60,equal,1,1
The University of East London,7,70,equal,1,1
The University of East London,8,80,equal,1,1
The University of East London,9,90,equal,1,1
The University of East London,10,100,equal,1,1
Roehampton University,0,0,equal,1,1
Roehampton University,1,10,equal,1,1
Roehampton University,2,20,equal,1,1
Roehampton University,3,30,equal,1,1
Roehampton University,4,40,equal,1,1
Roehampton University,5,50,equal,1,1
Roehampton University,6,60,equal,1,1
Roehampton University,7,70,equal,1,1
Roehampton University,8,80,equal,1,1
Roehampton University,9,90,equal,1,1
Roehampton University,10,100,equal,1,1
Canterbury Christ Church University,0,0,equal,1,1
Canterbury Christ Church University,1,10,equal,1,1
Canterbury Christ Church University,2,20,equal,1,1
Canterbury Christ Church University,3,30,equal,1,1
Canterbury Christ Church University,4,40,equal,1,1
Canterbury Christ Church University,5,50,equal,1,1
Canterbury Christ Church University,6,60,equal,1,1
Canterbury Christ Church University,7,70,equal,1,1
Canterbury Christ Church University,8,80,equal,1,1
Canterbury Christ Church University,9,90,equal,1,1
Canterbury Christ Church University,10,100,equal,1,1
London South Bank University,0,0,equal,1,1
London South Bank University,1,10,equal,1,1
London South Bank University,2,20,equal,1,1
London South Bank University,3,30,equal,1,1
London South Bank University,4,40,equal,1,1
London South Bank University,5,50,equal,1,1
London South Bank University,6,60,equal,1,1
London South Bank University,7,70,equal,1,1
London South Bank University,8,80,equal,1,1
London South Bank University,9,90,equal,1,1
London South Bank University,10,100,equal,1,1
"City St George's, University of London",0,0,equal,1,1
"City St George's, University of London",1,10,equal,1,1
"City St George's, University of London",2,20,equal,1,1
"City St George's, University of London",3,30,equal,1,1
"City St George's, University of London",4,40,equal,1,1
"City St George's, University of London",5,50,equal,1,1
"City St George's, University of London",6,60,equal,1,1
"City St George's, University of London",7,70,equal,1,1
"City St George's, University of London",8,80,equal,1,1
"City St George's, University of London",9,90,equal,1,1
"City St George's, University of London",10,100,equal,1,1
Goldsmiths College,0,0,equal,1,1
Goldsmiths College,1,10,equal,1,1
Goldsmiths College,2,20,equal,1,1
Goldsmiths College,3,30,equal,1,1
Goldsmiths College,4,40,equal,1,1
Goldsmiths College,5,50,equal,1,1
Goldsmiths College,6,60,equal,1,1
Goldsmiths College,7,70,equal,1,1
Goldsmiths College,8,80,equal,1,1
Goldsmiths College,9,90,equal,1,1
Goldsmiths College,10,100,equal,1,1
Bath Spa University,0,0,equal,1,1
Bath Spa University,1,10,equal,1,1
Bath Spa University,2,20,equal,1,1
Bath Spa University,3,30,equal,1,1
Bath Spa University,4,40,equal,1,1
Bath Spa University,5,50,equal,1,1
Bath Spa University,6,60,equal,1,1
Bath Spa University,7,70,equal,1,1
Bath Spa University,8,80,equal,1,1
Bath Spa University,9,90,equal,1,1
Bath Spa University,10,100,equal,1,1
The University of Wolverhampton,0,0,equal,1,1
The University of Wolverhampton,1,10,equal,1,1
The University of Wolverhampton,2,20,equal,1,1
The University of Wolverhampton,3,30,equal,1,1
The University of Wolverhampton,4,40,equal,1,1
The University of Wolverhampton,5,50,equal,1,1
The University of Wolverhampton,6,60,equal,1,1
The University of Wolverhampton,7,70,equal,1,1
The University of Wolverhampton,8,80,equal,1,1
The University of Wolverhampton,9,90,equal,1,1
The University of Wolverhampton,10,100,equal,1,1
The University of Salford,0,0,equal,1,1
The University of Salford,1,10,equal,1,1
The University of Salford,2,20,equal,1,1
The University of Salford,3,30,equal,1,1
The University of Salford,4,40,equal,1,1
The University of Salford,5,50,equal,1,1
The University of Salford,6,60,equal,1,1
The University of Salford,7,70,equal,1,1
The University of Salford,8,80,equal,1,1
The University of Salford,9,90,equal,1,1
The University of Salford,10,100,equal,1,1
University of Northumbria at Newcastle,0,0,equal,1,1
University of Northumbria at Newcastle,1,10,equal,1,1
University of Northumbria at Newcastle,2,20,equal,1,1
University of Northumbria at Newcastle,3,30,equal,1,1
University of Northumbria at Newcastle,4,40,equal,1,1
University of Northumbria at Newcastle,5,50,equal,1,1
University of Northumbria at Newcastle,6,60,equal,1,1
University of Northumbria at Newcastle,7,70,equal,1,1
University of Northumbria at Newcastle,8,80,equal,1,1
University of Northumbria at Newcastle,9,90,equal,1,1
University of Northumbria at Newcastle,10,100,equal,1,1
"St Mary's University, Twickenham",0,0,equal,1,1
"St Mary's University, Twickenham",1,10,equal,1,1
"St Mary's University, Twickenham",2,20,equal,1,1
"St Mary's University, Twickenham",3,30,equal,1,1
"St Mary's University, Twickenham",4,40,equal,1,1
"St Mary's University, Twickenham",5,50,equal,1,1
"St Mary's University, Twickenham",6,60,equal,1,1
"St Mary's University, Twickenham",7,70,equal,1,1
"St Mary's University, Twickenham",8,80,equal,1,1
"St Mary's University, Twickenham",9,90,equal,1,1
"St Mary's University, Twickenham",10,100,equal,1,1
The University of Bradford,0,0,equal,1,1
The University of Bradford,1,10,equal,1,1
The University of Bradford,2,20,equal,1,1
The University of Bradford,3,30,equal,1,1
The University of Bradford,4,40,equal,1,1
The University of Bradford,5,50,equal,1,1
The University of Bradford,6,60,equal,1,1
The University of Bradford,7,70,equal,1,1
The University of Bradford,8,80,equal,1,1
The University of Bradford,9,90,equal,1,1
The University of Bradford,10,100,equal,1,1
The University of York,0,0,equal,1,1
The University of York,1,10,equal,1,1
The University of York,2,20,equal,1,1
The University of York,3,30,equal,1,1
The University of York,4,40,equal,1,1
The University of York,5,50,equal,1,1
The University of York,6,60,equal,1,1
The University of York,7,70,equal,1,1
The University of York,8,80,equal,1,1
The University of York,9,90,equal,1,1
The University of York,10,100,equal,1,1
The University of Greenwich,0,0,equal,1,1
The University of Greenwich,1,10,equal,1,1
The University of Greenwich,2,20,equal,1,1
The University of Greenwich,3,30,equal,1,1
The University of Greenwich,4,40,equal,1,1
The University of Greenwich,5,50,equal,1,1
The University of Greenwich,6,60,equal,1,1
The University of Greenwich,7,70,equal,1,1
The University of Greenwich,8,80,equal,1,1
The University of Greenwich,9,90,equal,1,1
The University of Greenwich,10,100,equal,1,1
The University of Cambridge,0,0,equal,1,1
The University of Cambridge,1,10,equal,1,1
The University of Cambridge,2,20,equal,1,1
The University of Cambridge,3,30,equal,1,1
The University of Cambridge,4,40,equal,1,1
The University of Cambridge,5,50,equal,1,1
The University of Cambridge,6,60,equal,1,1
The University of Cambridge,7,70,equal,1,1
The University of Cambridge,8,80,equal,1,1
The University of Cambridge,9,90,equal,1,1
The University of Cambridge,10,100,equal,1,1
Leeds Trinity University,0,0,equal,1,1
Leeds Trinity University,1,10,equal,1,1
Leeds Trinity University,2,20,equal,1,1
Leeds Trinity University,3,30,equal,1,1
Leeds Trinity University,4,40,equal,1,1
Leeds Trinity University,5,50,equal,1,1
Leeds Trinity University,6,60,equal,1,1
Leeds Trinity University,7,70,equal,1,1
Leeds Trinity University,8,80,equal,1,1
Leeds Trinity University,9,90,equal,1,1
Leeds Trinity University,10,100,equal,1,1
The University of Sheffield,0,0,equal,1,1
The University of Sheffield,1,10,equal,1,1
The University of Sheffield,2,20,equal,1,1
The University of Sheffield,3,30,equal,1,1
The University of Sheffield,4,40,equal,1,1
The University of Sheffield,5,50,equal,1,1
The University of Sheffield,6,60,equal,1,1
The University of Sheffield,7,70,equal,1,1
The University of Sheffield,8,80,equal,1,1
The University of Sheffield,9,90,equal,1,1
The University of Sheffield,10,100,equal,1,1
Queen Mary University of London,0,0,equal,1,1
Queen Mary University of London,1,10,equal,1,1
Queen Mary University of London,2,20,equal,1,1
Queen Mary University of London,3,30,equal,1,1
Queen Mary University of London,4,40,equal,1,1
Queen Mary University of London,5,50,equal,1,1
Queen Mary University of London,6,60,equal,1,1
Queen Mary University of London,7,70,equal,1,1
Queen Mary University of London,8,80,equal,1,1
Queen Mary University of London,9,90,equal,1,1
Queen Mary University of London,10,100,equal,1,1
Norwich University of the Arts,0,0,equal,1,1
Norwich University of the Arts,1,10,equal,1,1
Norwich University of the Arts,2,20,equal,1,1
Norwich University of the Arts,3,30,equal,1,1
Norwich University of the Arts,4,40,equal,1,1
Norwich University of the Arts,5,50,equal,1,1
Norwich University of the Arts,6,60,equal,1,1
Norwich University of the Arts,7,70,equal,1,1
Norwich University of the Arts,8,80,equal,1,1
Norwich University of the Arts,9,90,equal,1,1
Norwich University of the Arts,10,100,equal,1,1
Loughborough University,0,0,equal,1,1
Loughborough University,1,10,equal,1,1
Loughborough University,2,20,equal,1,1
Loughborough University,3,30,equal,1,1
Loughborough University,4,40,equal,1,1
Loughborough University,5,50,equal,1,1
Loughborough University,6,60,equal,1,1
Loughborough University,7,70,equal,1,1
Loughborough University,8,80,equal,1,1
Loughborough University,9,90,equal,1,1
Loughborough University,10,100,equal,1,1
Ravensbourne University London,0,0,equal,1,1
Ravensbourne University London,1,10,equal,1,1
Ravensbourne University London,2,20,equal,1,1
Ravensbourne University London,3,30,equal,1,1
Ravensbourne University London,4,40,equal,1,1
Ravensbourne University London,5,50,equal,1,1
Ravensbourne University London,6,60,equal,1,1
Ravensbourne University London,7,70,equal,1,1
Ravensbourne University London,8,80,equal,1,1
Ravensbourne University London,9,90,equal,1,1
Ravensbourne University London,10,100,equal,1,1
"St George's, University of London",0,0,equal,1,1
"St George's, University of London",1,10,equal,1,1
